time,signal
0.221,
0.222,25.724906146003462
0.223,25.773745341335733
0.224,25.82215272161875
0.225,25.86988616588905
0.227,25.962426206819252
0.228,26.006814877772467
0.23,26.090897395774906
0.231,26.13026655200338
0.233,26.202976535919287
0.234,26.23609670058717
0.23500000000000001,26.266943431434548
0.23600000000000002,
0.23700000000000002,12.867771250128486
0.24,12.93165407961451
0.241,12.948147908365756
0.243,12.974174787342786
0.244,12.983847613441
0.245,12.991413571208872
0.246,12.996982088750261
0.247,13.000677115175684
0.248,13.002636294095158
0.249,13.003010074491657
0.25,
0.251,12.999661526917775
0.252,12.996295339664986
0.253,12.992053896179979
0.254,12.987136481377926
0.255,12.981748810519273
0.256,12.976101842626644
0.257,
0.258,12.96489281222398
0.259,12.959767952296609
0.262,12.948942535162093
0.263,
0.264,12.947671487804962
0.265,12.94944505209082
0.268,12.966731844143352
0.269,12.977080037628193
0.27,12.989994300014244
0.271,13.005621177751111
0.272,13.024094433923366
0.273,
0.274,
0.276,
0.277,13.162846974021122
0.278,13.200398152421407
0.279,
0.28,13.285604464205973
0.281,13.333258198694583
0.28200000000000003,
0.28400000000000003,13.496041813090697
0.28500000000000003,
0.28700000000000003,
0.28800000000000003,13.756503501175015
0.289,47.97413379436846
0.29,4.93899240503122
0.291,35.68727009839059
0.292,44.63520370769098
0.293,
0.294,-35.55696722119852
0.295,26.284200817528607
0.296,29.203162656416218
0.298,103.30005981854652
0.3,62.55663675344501
0.301,48.646520083638585
0.302,
0.304,-95.7130809161709
0.305,28.00802755242126
0.306,-96.46931893038851
0.309,67.82195608616088
0.31,
0.311,15.619379259831378
0.312,15.684081409375507
0.313,
0.314,15.801666505434426
0.316,15.901684720436151
0.317,15.944467578065794
0.318,15.982116187034247
0.319,16.014409631066066
0.321,16.062120349453757
0.323,16.086136099710874
0.324,16.08887398607241
0.325,16.085262476414574
0.326,16.075197816747014
0.327,16.058595507329606
0.329,
0.33,15.969015106950234
0.331,15.925815977765044
0.333,15.819479451629267
0.334,15.756438127292395
0.336,15.611004930329766
0.337,
0.338,15.440537227577595
0.339,15.346277939300165
0.34,15.246234082825987
0.341,
0.342,
0.343,14.913464572059585
0.34400000000000003,14.792440492431924
0.34500000000000003,14.666797067642364
0.34800000000000003,
0.34900000000000003,14.123887026381329
0.35000000000000003,13.979657319498592
0.35100000000000003,13.832701157514581
0.352,13.683373732798398
0.353,
0.355,13.224837545411322
0.356,13.069731421257446
0.357,12.9141358626172
0.358,12.758440351494324
0.359,
0.36,12.448314341527004
0.361,12.294666186191444
0.362,12.142480399002844
0.363,11.99214275038736
0.364,11.844034755647536
0.365,11.698532536346326
0.366,11.556005703225068
0.367,11.416816264315129
0.368,11.281317561780373
0.37,11.02275625439303
0.371,10.900347905343207
0.372,10.782936931384636
0.373,10.670818633169336
0.374,10.564274049521332
0.375,10.463569181703765
0.376,10.368954268963336
0.377,
0.379,10.12390151448733
0.38,10.055811247263092
0.381,9.994804164369429
0.382,9.9410238116673
0.383,9.894594475637001
0.384,9.855620921759947
0.385,9.824188194037152
0.386,9.800361475640198
0.387,
0.393,9.847838785473197
0.395,18.992212844805938
0.396,19.04368225304399
0.397,19.10218353857241
0.398,19.16755403744005
0.399,
0.4,
0.401,19.403010695869767
0.402,
0.406,19.91315003501972
0.40800000000000003,20.152341807563978
0.40900000000000003,20.27830485207009
0.41200000000000003,
0.41300000000000003,20.817223620770655
0.41400000000000003,20.959075127625862
0.41500000000000004,21.10310099270641
0.41600000000000004,21.248958343437135
0.417,21.396302495314153
0.418,21.54478784195491
0.422,22.14324573878952
0.423,
0.424,22.440414020463756
0.425,22.587314766809154
0.426,22.73266129527465
0.428,23.01743421934108
0.429,23.15625031197852
0.43,
0.432,23.554932009362595
0.434,23.803199946621547
0.435,23.92131864564879
0.436,24.035115970348173
0.437,24.144373480706964
0.438,24.24888516621056
0.442,
0.443,24.693956562767035
0.444,24.76640228630343
0.445,24.833032753550796
0.447,
0.448,24.997133168344288
0.449,25.039674625414175
0.454,25.15971123098721
0.455,25.165199980109428
0.456,25.164585103272444
0.459,25.126746634063785
0.46,25.10240843960723
0.461,25.072374357254475
0.463,24.99570027984976
0.464,24.949328686187645
0.465,24.897797166396906
0.466,24.841265521450737
0.467,24.779902970613193
0.46900000000000003,
0.47000000000000003,24.568653107342513
0.47100000000000003,
0.47200000000000003,24.407146526030285
0.47300000000000003,24.32081693138655
0.47400000000000003,24.231062365449432
0.47500000000000003,24.138108890797092
0.47600000000000003,
0.47800000000000004,23.84238160754083
0.47900000000000004,23.73897703447128
0.48,23.633561728437947
0.482,23.417680623089616
0.484,23.196709660377916
0.485,23.084931996535314
0.486,22.972620075923036
0.487,22.86001731480101
0.488,22.74736488839994
0.49,22.522861348506765
0.491,22.411476644563443
0.492,
0.494,22.083499191461087
0.495,21.976955192868225
0.497,21.769279993830942
0.499,21.5701123588204
0.5,21.47417578983012
0.501,21.38089908513664
0.503,21.202961655886835
0.505,21.037487799602776
0.506,20.95975761846617
0.507,20.88552479545677
0.508,20.81489749428969
0.509,20.747974591764102
0.51,
0.511,20.62559078083643
0.513,20.518977446616866
0.514,
0.515,20.428589873272553
0.516,20.389582921733204
0.517,20.354737073509234
0.518,
0.519,20.297586065341825
0.52,20.275288525640683
0.521,20.257167796001468
0.522,20.243207704936935
0.524,20.227667562907826
0.525,20.226018908055323
0.526,20.228394340694692
0.527,20.234743395071334
0.528,20.245009777460343
0.529,20.25913173662136
0.53,
0.532,20.323939678747497
0.534,20.38507991797483
0.536,20.459785088146667
0.537,
0.538,20.54733286778258
0.54,20.646968513136695
0.541,20.701077324043137
0.542,20.757916006745987
0.543,20.817385913602138
0.544,20.87938828480129
0.545,20.943824502157305
0.546,
0.547,
0.548,21.150756864932873
0.55,21.29909867836647
0.553,16.785944707976142
0.554,16.867965920878333
0.555,16.951481005690464
0.556,17.03640252469882
0.557,17.122644225060128
0.558,
0.56,17.38844355252581
0.561,17.479123397654902
0.562,17.570705831445704
0.5630000000000001,17.663108907519874
0.5650000000000001,17.850049121932113
0.5670000000000001,18.039284568621408
0.5680000000000001,
0.5690000000000001,18.2301435839786
0.5700000000000001,18.325966409323307
0.5710000000000001,18.421932959022843
0.5720000000000001,18.517951612792444
0.5730000000000001,18.613928176748963
0.5750000000000001,18.80536357779026
0.5760000000000001,18.900618466509428
0.577,18.995422809405298
0.578,19.08966517992294
0.579,
0.581,
0.582,19.45863402979261
0.583,19.548240081791924
0.584,19.63652011856535
0.585,19.72332950088745
0.586,19.808518442668742
0.587,19.89193201628534
0.588,19.97341019831878
0.589,20.052787957365958
0.59,20.12989538537468
0.591,20.20455787374277
0.593,20.345827472167173
0.594,
0.595,20.47511547134715
0.596,20.534787762965955
0.597,20.590884456202023
0.598,20.643206878947932
0.599,20.691554747262064
0.6,20.735726759192886
0.603,20.84117303172207
0.604,20.866631389278282
0.605,20.886915813036577
0.606,
0.607,
0.608,20.914820965800555
0.609,20.912529838184696
0.61,20.904152711934216
0.611,20.889527074236355
0.614,20.80667172289257
0.615,20.765617242074036
0.616,20.71765274087254
0.617,
0.618,20.60062622745982
0.619,20.531417482206027
0.62,20.455007007756798
0.621,20.371362332213437
0.622,20.28046881303956
0.623,20.182330394063456
0.626,
0.627,19.718095508298443
0.628,
0.629,
0.63,19.29704260247408
0.631,19.143526781680038
0.632,18.983736694950053
0.633,18.817891559024776
0.634,18.64623354839963
0.636,18.286561949240355
0.637,
0.638,17.90711399786187
0.639,17.710818655698976
0.64,17.51063604771881
0.641,17.306962367484648
0.642,
0.643,16.890825507648994
0.644,16.679251191686127
0.646,
0.647,16.036200550086477
0.648,15.820747197208174
0.649,15.605612612988729
0.651,15.17846855453325
0.652,14.967566218407324
0.653,
0.654,14.553920500227175
0.655,14.352318705812706
0.656,14.154962310443333
0.658,13.775277840772558
0.661,13.25182173655013
0.662,13.09184185248926
0.663,12.940011390610334
0.664,12.796849212548697
0.665,12.662858756304054
0.668,12.320681539592313
0.669,12.228038828600642
0.67,
0.672,12.01993168884082
0.674,11.94274894036689
0.676,11.917389583081828
0.677,
0.679,
0.68,12.028032792776408
0.682,12.165527513595661
0.683,
0.685,
0.687,12.746874485701893
0.6890000000000001,13.071068487609907
0.6900000000000001,13.251761397211542
0.6910000000000001,13.444385640553111
0.6920000000000001,13.6485441055753
0.6930000000000001,13.863802532519944
0.6940000000000001,
0.6950000000000001,
0.6960000000000001,14.571299100388439
0.7000000000000001,15.637640415862144
0.7010000000000001,
0.704,
0.705,
0.706,17.41463762285069
0.707,17.721978661118598
0.708,18.030398761749566
0.709,18.339081331839335
0.71,
0.712,16.45325729057535
0.713,16.75474676776131
0.714,17.052380248215222
0.716,17.632837218263745
0.717,17.914066219742114
0.718,18.18825530858722
0.719,18.454645081553714
0.721,18.961089257997735
0.723,
0.724,19.644525934794324
0.725,
0.726,
0.727,20.221383200208813
0.728,20.3873866437326
0.73,20.677120248625638
0.732,20.907854316231784
0.733,
0.734,
0.735,
0.736,21.182765249266538
0.737,21.21147350086659
0.738,21.223963740864303
0.739,
0.74,21.200246823597556
0.741,21.16413641561187
0.742,
0.744,
0.745,
0.746,20.747222356666484
0.747,20.61836764772835
0.748,20.475162723765372
0.749,
0.75,
0.751,19.9639539926102
0.752,
0.753,19.560336241352285
0.755,
0.756,18.87264280273091
0.757,18.624146915952416
0.758,18.367211985871606
0.759,18.102589550222707
0.761,17.553387932967517
0.762,17.270404110674104
0.764,16.69175993969145
0.765,
0.766,16.10177594173003
0.767,15.804637013131297
0.768,15.507192944773056
0.769,15.210285809697773
0.77,14.914752560061183
0.772,14.331114683065604
0.773,14.044635631314915
0.774,
0.775,13.486311994746357
0.776,13.215995706879546
0.777,12.952560258574977
0.779,12.44913915729022
0.78,12.210489968415864
0.781,11.981390745546891
0.783,11.554179659749073
0.784,
0.785,11.171839086439125
0.786,10.998692390558592
0.787,10.838124051229292
0.788,10.690506728014245
0.79,10.435412260732836
0.792,10.235566516914542
0.793,
0.794,10.092449234561096
0.795,10.042438400797352
0.796,
0.797,
0.798,9.978883264168978
0.799,9.986354756576166
0.8,10.007964970682654
0.801,10.043538502903157
0.802,10.09285991230518
0.803,10.155674648025636
0.804,
0.805,10.320576690582422
0.806,
0.808,10.660641115984134
0.809,10.797024250196023
0.81,10.944124069728543
0.811,11.10141899999168
0.812,11.2683611674261
0.8130000000000001,11.444378220035839
0.8140000000000001,11.628875205424652
0.8150000000000001,11.821236499957578
0.8160000000000001,12.020827782595545
0.8170000000000001,
0.8180000000000001,12.43908164467561
0.8190000000000001,12.656400354714815
0.8230000000000001,13.56413901519811
0.8240000000000001,13.79716652337169
0.8260000000000001,14.26557137616319
0.8270000000000001,14.49953772079434
0.8280000000000001,14.732414871505474
0.8290000000000001,
0.8300000000000001,15.19215469342677
0.8310000000000001,15.41767086512564
0.8320000000000001,15.639408562967041
0.833,
0.834,16.069013666818655
0.835,16.275658387461686
0.836,16.476082498656307
0.837,16.669726562406886
0.838,16.85605456028171
0.839,17.03455524897381
0.84,17.204743433852887
0.842,17.51837880361093
0.843,17.660996106011773
0.844,17.79364307464123
0.845,17.915980823333577
0.846,18.027702306344334
0.847,
0.848,18.218231248539738
0.849,18.29658911553739
0.85,18.363432337654782
0.851,18.41862078384977
0.852,18.462048578514587
0.853,18.49364416970919
0.854,
0.855,18.521223903252203
0.856,18.51723586161726
0.857,18.501470735826683
0.858,18.47402635878974
0.859,18.435033361346473
0.86,
0.863,18.16730192216752
0.864,18.073629283091698
0.866,17.856284351566483
0.867,17.733318217690986
0.868,
0.87,24.217479734188736
0.871,24.061027942545966
0.873,23.72694138861051
0.874,23.550317297792866
0.876,23.180552490020435
0.877,22.98851072151224
0.878,22.792447790308152
0.879,
0.88,
0.881,22.18592618501787
0.882,
0.884,21.56431148558707
0.885,21.35653499028801
0.886,
0.887,20.943694780286307
0.888,20.739807901811172
0.889,20.538383849352567
0.89,20.339992872451298
0.891,20.145195176837746
0.892,19.95453942871891
0.893,19.768561294504575
0.894,19.58778201964927
0.895,19.41270705019769
0.896,19.243824700524282
0.897,19.081604870653198
0.898,18.926497816431752
0.899,18.778932975710195
0.9,18.639317853552114
0.901,18.508036969363353
0.902,18.38545086868336
0.903,18.271895202231246
0.904,
0.907,17.913772934716977
0.908,17.849477379374
0.909,17.795660849243212
0.91,17.75246506139619
0.911,
0.912,
0.913,17.687574247961383
0.914,17.687683963088936
0.915,17.698675912863138
0.916,
0.917,17.75312664648308
0.919,17.85027146900618
0.92,17.914522116497427
0.921,17.988991008257543
0.922,18.073468174023525
0.923,18.16771681104767
0.924,
0.925,18.38445170939274
0.927,18.636795017131355
0.93,19.07591268313638
0.931,
0.932,19.404405606588853
0.933,19.578069413266867
0.935,19.941895642321917
0.936,20.13108377659645
0.937,20.324453625030053
0.9380000000000001,
0.9390000000000001,20.721678487813485
0.9400000000000001,20.924485882440486
0.9410000000000001,21.129382836251434
0.9420000000000001,21.335834866965996
0.9430000000000001,21.54330602947449
0.9440000000000001,
0.9450000000000001,21.95916401270353
0.9470000000000001,22.37269908011862
0.9480000000000001,
0.9520000000000001,
0.9540000000000001,
0.9550000000000001,23.92208373575736
0.9560000000000001,24.096141827250502
0.9570000000000001,
0.9580000000000001,24.42648736194885
0.9590000000000001,24.58202942123913
0.96,24.73068855036139
0.962,25.006101884867284
0.963,
0.964,25.25044567103756
0.966,25.461820745011636
0.967,25.554660050870783
0.97,25.78006843591422
0.971,25.837174945194057
0.973,25.924026985665915
0.974,
0.975,
0.976,25.98597221935463
0.977,25.988591441336226
0.978,25.982346983169712
0.98,25.943791254913048
0.981,
0.982,25.871572231822544
0.983,25.823326387719177
0.984,25.76728854299871
0.985,25.703705496290283
0.986,25.632840902458703
0.987,25.554974178025674
0.988,
0.989,
0.99,
0.992,
0.994,24.84008919394089
0.996,24.59147002145104
0.997,
0.998,24.328434648902036
1.0,24.05396354187269
1.004,23.482567723131034
1.006,23.191422183003834
1.0070000000000001,23.045703431065167
1.008,22.900328758309186
1.01,
1.0110000000000001,22.46940126255904
1.012,22.32847751049699
1.0130000000000001,22.189375186666734
1.0150000000000001,21.917649338710586
1.016,21.78549725481677
1.0170000000000001,21.656108632157814
1.018,21.52968158588188
1.0190000000000001,21.40639866512927
1.022,21.057003253363
1.0230000000000001,20.94780596334553
1.024,
1.025,20.74095684396218
1.026,20.64346479651347
1.027,12.933237705838065
1.028,12.84385978713058
1.031,12.600400765507699
1.032,12.527473022331597
1.033,12.458625757098254
1.034,12.39382150278665
1.035,12.333011562588297
1.037,12.223127783030348
1.038,12.173906639009306
1.039,12.128386682200833
1.04,12.086473744165453
1.042,12.01305897124049
1.045,11.927285816914234
1.046,11.904711345644156
1.047,
1.048,11.867840106790936
1.049,11.85328965967663
1.05,11.841159979869246
1.051,
1.053,11.818042612341895
1.054,11.81435323389105
1.055,11.812475536139553
1.056,11.81229711457576
1.058,11.81661088824864
1.059,11.82090201044742
1.06,11.826491048244298
1.062,11.841223850454917
1.063,11.85021393239866
1.064,11.860194983930969
1.065,11.871106851686413
1.066,11.882896269845123
1.067,11.895516905387014
1.068,11.908929357311143
1.07,11.938006446269384
1.071,11.953626307874718
1.072,
1.074,12.004678485886425
1.075,12.023092213849274
1.076,12.042217667852277
1.077,12.06207077954252
1.081,12.149233370175565
1.083,12.197898313963885
1.084,12.223629732894796
1.085,12.250347688937005
1.086,12.278093876620755
1.087,12.306910384737286
1.088,12.336839181118782
1.089,12.367921600604692
1.09,12.400197839155988
1.091,12.43370645702024
1.092,12.468483893778057
1.093,12.504563998014897
1.094,12.541977574262617
1.095,
1.096,12.620910563321202
1.097,12.662472578941378
1.098,12.705452525671054
1.099,12.749859966324475
1.1,12.795699196470903
1.102,12.891662290922646
1.103,12.941766157998517
1.105,13.04612279211076
1.106,13.100318426582334
1.107,13.15581020362533
1.108,13.212553544551167
1.109,13.270497469471737
1.11,
1.111,
1.112,13.450928484142807
1.115,13.63973518268029
1.116,
1.117,13.769122896067666
1.118,
1.119,13.900410280900863
1.12,
1.121,14.032737770297782
1.122,
1.123,14.165191884716338
1.124,14.231169730987336
1.125,14.296819589184592
1.127,14.426643775313895
1.1280000000000001,14.490571617063525
1.1300000000000001,14.615845990709913
1.131,14.676950983104144
1.1320000000000001,14.736876706676476
1.133,14.795508003518057
1.1340000000000001,14.852732886412651
1.135,14.90844303703726
1.1360000000000001,14.96253429001834
1.137,
1.1380000000000001,15.065466991593407
1.139,15.11412498295834
1.141,15.205409213608501
1.1420000000000001,
1.143,
1.1440000000000001,15.326205364400671
1.145,15.361938498853345
1.147,15.42635033136937
1.1480000000000001,15.454971272910022
1.149,15.481177249274701
1.1500000000000001,15.504959794965393
1.151,15.526318710723327
1.153,15.561806121467328
1.154,
1.155,15.587802068824287
1.156,15.597326670247654
1.157,15.604597060329162
1.159,15.612603810712892
1.161,15.612349168841881
1.163,
1.164,
1.166,
1.167,15.568767133585464
1.168,15.556292022501058
1.169,
1.171,15.512123936612417
1.172,15.495540300896703
1.173,15.47822196468111
1.174,
1.175,15.441851328874005
1.176,15.423031845362827
1.177,15.403942120695987
1.181,15.327063283191194
1.182,15.308227365240782
1.183,15.289734773020658
1.184,15.271671161346818
1.185,16.542728888012206
1.186,16.525755661079828
1.187,16.50943053626853
1.188,16.493812625961873
1.189,16.478953502093248
1.19,16.464896902493585
1.192,16.439325555859696
1.195,16.407605150340796
1.196,16.39881609662063
1.197,
1.199,16.377577650243648
1.2,16.372096245330212
1.201,16.367336838287976
1.202,16.363240797656484
1.203,16.359741545277274
1.204,16.356764842989513
1.205,16.354229119131315
1.206,
1.209,16.346629373158397
1.21,
1.211,16.342882887934838
1.212,16.340619663451886
1.213,16.33793201165821
1.214,16.33469287040706
1.215,16.330772942402387
1.217,16.32036625618779
1.218,16.313615619050125
1.219,16.305657793243366
1.22,16.29636225910129
1.221,16.28560030623667
1.222,16.27324572533717
1.223,
1.224,16.24327047475722
1.225,
1.226,16.205502857911185
1.233,16.00065925895814
1.234,
1.235,15.91896501139136
1.236,15.87402841734461
1.237,15.826342365515675
1.238,15.775903450997777
1.239,15.722719763823864
1.24,15.66681111460102
1.241,15.608209214774691
1.242,15.546957810493044
1.243,
1.244,15.416742118518815
1.245,
1.247,15.20333864375259
1.248,
1.249,15.050231596681934
1.25,14.970809497477426
1.2510000000000001,
1.252,14.806978622106932
1.2530000000000001,14.722901981914843
1.254,
1.2550000000000001,
1.256,14.464227893565273
1.258,14.288422349312679
1.2590000000000001,14.200158919683563
1.26,14.111958596129057
1.2610000000000001,14.024056458825715
1.2630000000000001,
1.264,
1.2650000000000001,13.680293536718008
1.266,13.597560006430768
1.268,
1.2690000000000001,13.361108694118574
1.27,13.287053506048872
1.2710000000000001,13.215798282971413
1.272,13.147590419554604
1.2730000000000001,13.082673463714638
1.274,13.021286286305086
1.2750000000000001,12.963662260686698
1.276,12.910028455099729
1.2770000000000001,12.86060484070667
1.278,12.815603518107674
1.2790000000000001,12.775227965055036
1.28,12.739672308007046
1.281,12.709120620065647
1.282,12.683746247737467
1.283,12.663711168843983
1.284,
1.285,12.640246342228549
1.286,12.637078407169145
1.288,12.648424935253093
1.289,70.92866153285053
1.29,39.648582540548965
1.291,-69.02414234639666
1.294,113.39776701622708
1.295,28.663893954465635
1.296,
1.297,24.535554862819154
1.298,-71.63493725868946
1.3,-14.255246309677265
1.301,-10.46100194090283
1.303,-64.7387735188749
1.304,79.62258203421958
1.305,
1.306,
1.307,36.896138350649686
1.308,-113.72623450095567
1.309,73.27502385345693
1.31,14.347861492803986
1.312,14.625458106201643
1.313,14.76951377347587
1.314,14.916706107525142
1.315,15.066747070535863
1.316,
1.317,
1.318,15.530956073700283
1.32,15.849036149251415
1.321,16.009687945405794
1.322,16.170972024684797
1.323,16.332552484337395
1.324,
1.326,
1.327,16.97505276250987
1.328,17.133020700554923
1.331,17.595137971460545
1.332,17.744140750927134
1.333,
1.334,18.03264364957665
1.335,
1.336,18.30638699347549
1.337,18.436966332723806
1.338,18.562962553360983
1.339,18.68409547252007
1.34,18.80009443621154
1.343,30.963502707609486
1.345,31.143111786702672
1.346,31.22322673164949
1.348,31.363131462016646
1.349,31.42258311622502
1.35,31.474831997722397
1.352,31.557200090752232
1.355,31.62385756392777
1.356,
1.358,31.620536151715456
1.359,31.603705492518383
1.36,31.57900207140277
1.361,31.546442014620446
1.362,
1.363,31.45789159607445
1.365,
1.366,
1.367,31.188873682825122
1.368,31.103014040842474
1.369,31.009954994684843
1.37,30.909841551077275
1.371,30.802831750156567
1.373,30.568818329629497
1.375,30.30942621570855
1.3760000000000001,30.170736331428532
1.377,30.026351502849426
1.379,29.721461311282276
1.3800000000000001,
1.381,29.396779237449614
1.3820000000000001,29.22768763460189
1.383,
1.3840000000000001,
1.385,28.696823213809264
1.387,
1.3880000000000001,28.136866417099615
1.389,27.9452006163769
1.3920000000000001,27.359674390333467
1.393,27.162085491652753
1.3940000000000001,
1.395,26.76528324843138
1.3960000000000001,26.566739640424068
1.397,26.368548182430814
1.3980000000000001,26.171043890035985
1.399,25.974560849290352
1.4000000000000001,25.7794316736298
1.401,25.585986965669058
1.4020000000000001,25.394554784533575
1.405,24.83556483324383
1.407,24.478820064811387
1.408,24.306144425148332
1.409,24.137663220390433
1.411,23.814434758510743
1.413,23.511363454487643
1.414,23.368049227782677
1.415,
1.416,23.099114033662424
1.418,22.855329377740485
1.419,22.743416491748174
1.421,
1.422,22.44997542360466
1.423,
1.424,22.291357873996233
1.425,
1.427,22.111944305066114
1.428,22.06823323746671
1.429,22.032736340329265
1.43,22.005534747779315
1.431,
1.432,21.976276373353734
1.434,21.980842959916856
1.436,22.019404596949318
1.437,22.051427471509957
1.438,
1.439,22.140826186430232
1.44,22.19810878149148
1.441,
1.442,22.337505753852255
1.443,22.419445876553343
1.444,
1.445,
1.446,22.712908090479466
1.447,22.826165068012227
1.448,22.946885833248732
1.449,23.074898872190758
1.45,23.210020341931795
1.451,23.352054294570863
1.452,23.500792918266907
1.453,23.65601679519071
1.454,23.81749517612416
1.455,23.984986271450737
1.456,24.158237558276696
1.457,
1.458,24.520958901997002
1.459,24.709873231353043
1.46,
1.462,25.303300263121194
1.464,25.718040029715933
1.465,25.93017050879779
1.466,26.145024189899637
1.467,26.36225510239096
1.469,
1.47,27.02466620442195
1.471,27.247836087882174
1.472,27.471575106098058
1.474,27.919263216584127
1.476,28.364711808531975
1.477,
1.479,29.02202368583132
1.481,29.44854497170369
1.482,
1.483,29.862184833322967
1.484,30.06324031897242
1.485,
1.486,
1.487,30.638959027244695
1.488,
1.489,30.996343949991772
1.491,31.32939148188278
1.493,31.63550501232598
1.496,
1.498,32.26732977545918
1.499,32.368664414204616
1.5,
1.502,
1.503,15.349254408810681
1.504,15.404116279155344
1.505,
1.506,15.484310810083636
1.507,
1.508,15.52436818977898
1.511,
1.512,
1.513,15.445401594443904
1.514,15.39877113644436
1.515,
1.516,15.274960359792779
1.517,
1.518,15.111016693863117
1.519,15.014302805224919
1.52,14.907969360109352
1.521,14.792200453226295
1.522,14.667202297816406
1.523,14.53320310214329
1.524,14.390452887415076
1.525,14.239223245638705
1.526,14.079807036063876
1.528,13.737690426296467
1.529,13.555678466827818
1.53,13.366855767815887
1.531,13.171614750183565
1.533,
1.534,12.551572954487145
1.535,12.334933227278515
1.536,
1.537,11.88953998593923
1.538,11.661775928422117
1.539,11.431313105450194
1.541,10.964391434981575
1.542,10.729004046770726
1.543,10.493058169555333
1.547,9.554755046083397
1.548,9.324331320670204
1.549,9.096678921819276
1.55,8.872347577428167
1.551,8.651881302370839
1.552,8.435816779805283
1.553,8.224681736015725
1.554,8.0189933143203
1.555,7.819256453731694
1.556,7.625962278194145
1.557,7.43958650233398
1.558,7.260587859751722
1.559,7.089406559950228
1.56,6.926462780034468
